-0.33708100	112.5
-0.33371000	112.5
-0.33033900	112.5
-0.32696800	112.5
-0.32359800	112.5
-0.32022700	112.5
-0.31685600	112.5
-0.31348500	112.5
-0.31011400	112.5
-0.30674300	112.5
-0.30337300	112.5
-0.30000200	112.5
-0.29663100	112.5
-0.29326000	112.5
-0.28988900	112.5
-0.28651900	112.5
-0.28314800	112.5
-0.27977700	112.5
-0.27640600	112.5
-0.27303500	112.5
-0.26966500	112.5
-0.26629400	112.5
-0.26292300	112.5
-0.25955200	112.5
-0.25618100	112.5
-0.25281100	112.5
-0.24944000	112.5
-0.24606900	112.5
-0.24269800	112.5
-0.23932700	112.5
-0.23595700	112.5
-0.23258600	112.5
-0.22921500	112.5
-0.22584400	112.5
-0.22247300	112.5
-0.21910200	112.5
-0.21573200	112.5
-0.21236100	112.5
-0.20899000	112.5
-0.20561900	112.5
-0.20224800	112.5
-0.19887800	112.5
-0.19550700	112.5
-0.19213600	112.5
-0.18876500	112.5
-0.18539400	112.5
-0.18202400	112.5
-0.17865300	112.5
-0.17528200	112.5
-0.17191100	112.5
-0.16854000	112.5
-0.16517000	112.5
-0.16179900	112.5
-0.15842800	112.5
-0.15505700	112.5
-0.15168600	112.5
-0.14831600	112.5
-0.14494500	112.5
-0.14157400	112.5
-0.13820300	112.5
-0.13483200	112.5
-0.13146100	112.5
-0.12809100	112.5
-0.12472000	112.5
-0.12134900	112.5
-0.11797800	112.5
-0.11460700	112.5
-0.11123700	112.5
-0.10786600	112.5
-0.10449500	112.5
-0.10112400	112.5
-0.09775340	112.5
-0.09438260	112.5
-0.09101180	112.5
-0.08764100	112.5
-0.08427020	112.5
-0.08089940	112.5
-0.07752860	112.5
-0.07415780	112.5
-0.07078700	112.5
-0.06741620	112.5
-0.06404530	112.5
-0.06067450	112.5
-0.05730370	112.5
-0.05393290	112.5
-0.05056210	112.5
-0.04719130	112.5
-0.04382050	112.5
-0.04044970	112.5
-0.03707890	112.5
-0.03370810	112.5
-0.03033730	112.5
-0.02696650	112.5
-0.02359570	112.5
-0.02022480	112.5
-0.01685400	112.5
-0.01348320	112.5
-0.01011240	112.5
-0.00674162	112.5
-0.00337081	112.5
0.00000000	112.5
0.00337081	112.5
0.00674162	112.5
0.01011240	112.5
0.01348320	112.5
0.01685400	112.5
0.02022480	112.5
0.02359570	112.5
0.02696650	112.5
0.03033730	112.5
0.03370810	112.5
0.03707890	112.5
0.04044970	112.5
0.04382050	112.5
0.04719130	112.5
0.05056210	112.5
0.05393290	112.5
0.05730370	112.5
0.06067450	112.5
0.06404530	112.5
0.06741620	112.5
0.07078700	112.5
0.07415780	112.5
0.07752860	112.5
0.08089940	112.5
0.08427020	112.5
0.08764100	112.5
0.09101180	112.5
0.09438260	112.5
0.09775340	112.5
0.10112400	112.5
0.10449500	112.5
0.10786600	112.5
0.11123700	112.5
0.11460700	112.5
0.11797800	112.5
0.12134900	112.5
0.12472000	112.5
0.12809100	112.5
0.13146100	112.5
0.13483200	112.5
0.13820300	112.5
0.14157400	112.5
0.14494500	112.5
0.14831600	112.5
0.15168600	112.5
0.15505700	112.5
0.15842800	112.5
0.16179900	112.5
0.16517000	112.5
0.16854000	112.5
0.17191100	112.5
0.17528200	112.5
0.17865300	112.5
0.18202400	112.5
0.18539400	112.5
0.18876500	112.5
0.19213600	112.5
0.19550700	112.5
0.19887800	112.5
0.20224800	112.5
0.20561900	112.5
0.20899000	112.5
0.21236100	112.5
0.21573200	112.5
0.21910200	112.5
0.22247300	112.5
0.22584400	112.5
0.22921500	112.5
0.23258600	112.5
0.23595700	112.5
0.23932700	112.5
0.24269800	112.5
0.24606900	112.5
0.24944000	112.5
0.25281100	112.5
0.25618100	112.5
0.25955200	112.5
0.26292300	112.5
0.26629400	112.5
0.26966500	112.5
0.27303500	112.5
0.27640600	112.5
0.27977700	112.5
0.28314800	112.5
0.28651900	112.5
0.28988900	112.5
0.29326000	112.5
0.29663100	112.5
0.30000200	112.5
0.30337300	112.5
0.30674300	112.5
0.31011400	112.5
0.31348500	112.5
0.31685600	112.5
0.32022700	112.5
0.32359800	112.5
0.32696800	112.5
0.33033900	112.5
0.33371000	112.5
0.33708100	112.5
