-0.33708100	110.114
-0.33371000	110.113
-0.33033900	110.113
-0.32696800	110.113
-0.32359800	110.112
-0.32022700	110.112
-0.31685600	110.112
-0.31348500	110.111
-0.31011400	110.111
-0.30674300	110.111
-0.30337300	110.111
-0.30000200	110.11
-0.29663100	110.11
-0.29326000	110.11
-0.28988900	110.109
-0.28651900	110.109
-0.28314800	110.108
-0.27977700	110.106
-0.27640600	110.104
-0.27303500	110.102
-0.26966500	110.099
-0.26629400	110.096
-0.26292300	110.093
-0.25955200	110.091
-0.25618100	110.088
-0.25281100	110.085
-0.24944000	110.083
-0.24606900	110.082
-0.24269800	110.08
-0.23932700	110.079
-0.23595700	110.078
-0.23258600	110.077
-0.22921500	110.076
-0.22584400	110.074
-0.22247300	110.073
-0.21910200	110.071
-0.21573200	110.069
-0.21236100	110.067
-0.20899000	110.064
-0.20561900	110.062
-0.20224800	110.06
-0.19887800	110.057
-0.19550700	110.055
-0.19213600	110.052
-0.18876500	110.05
-0.18539400	110.047
-0.18202400	110.045
-0.17865300	110.042
-0.17528200	110.04
-0.17191100	110.037
-0.16854000	110.035
-0.16517000	110.032
-0.16179900	110.03
-0.15842800	110.028
-0.15505700	110.025
-0.15168600	110.022
-0.14831600	110.019
-0.14494500	110.016
-0.14157400	110.014
-0.13820300	110.011
-0.13483200	110.009
-0.13146100	110.006
-0.12809100	110.003
-0.12472000	110
-0.12134900	109.998
-0.11797800	109.996
-0.11460700	109.994
-0.11123700	109.992
-0.10786600	109.991
-0.10449500	109.99
-0.10112400	109.989
-0.09775340	109.988
-0.09438260	109.988
-0.09101180	109.987
-0.08764100	109.986
-0.08427020	109.986
-0.08089940	109.985
-0.07752860	109.983
-0.07415780	109.982
-0.07078700	109.98
-0.06741620	109.978
-0.06404530	109.977
-0.06067450	109.975
-0.05730370	109.974
-0.05393290	109.973
-0.05056210	109.971
-0.04719130	109.97
-0.04382050	109.97
-0.04044970	109.97
-0.03707890	109.97
-0.03370810	109.969
-0.03033730	109.969
-0.02696650	109.969
-0.02359570	109.97
-0.02022480	109.97
-0.01685400	109.971
-0.01348320	109.971
-0.01011240	109.972
-0.00674162	109.972
-0.00337081	109.973
0.00000000	109.973
0.00337081	109.972
0.00674162	109.972
0.01011240	109.971
0.01348320	109.971
0.01685400	109.97
0.02022480	109.97
0.02359570	109.969
0.02696650	109.969
0.03033730	109.969
0.03370810	109.97
0.03707890	109.97
0.04044970	109.97
0.04382050	109.97
0.04719130	109.971
0.05056210	109.973
0.05393290	109.974
0.05730370	109.975
0.06067450	109.977
0.06404530	109.978
0.06741620	109.98
0.07078700	109.982
0.07415780	109.983
0.07752860	109.985
0.08089940	109.986
0.08427020	109.986
0.08764100	109.987
0.09101180	109.988
0.09438260	109.988
0.09775340	109.989
0.10112400	109.99
0.10449500	109.991
0.10786600	109.992
0.11123700	109.994
0.11460700	109.996
0.11797800	109.998
0.12134900	110
0.12472000	110.003
0.12809100	110.006
0.13146100	110.009
0.13483200	110.011
0.13820300	110.014
0.14157400	110.016
0.14494500	110.019
0.14831600	110.022
0.15168600	110.025
0.15505700	110.028
0.15842800	110.03
0.16179900	110.032
0.16517000	110.035
0.16854000	110.037
0.17191100	110.04
0.17528200	110.042
0.17865300	110.045
0.18202400	110.047
0.18539400	110.05
0.18876500	110.052
0.19213600	110.055
0.19550700	110.057
0.19887800	110.06
0.20224800	110.062
0.20561900	110.064
0.20899000	110.067
0.21236100	110.069
0.21573200	110.071
0.21910200	110.073
0.22247300	110.074
0.22584400	110.076
0.22921500	110.077
0.23258600	110.078
0.23595700	110.079
0.23932700	110.08
0.24269800	110.082
0.24606900	110.083
0.24944000	110.085
0.25281100	110.088
0.25618100	110.091
0.25955200	110.093
0.26292300	110.096
0.26629400	110.099
0.26966500	110.102
0.27303500	110.104
0.27640600	110.106
0.27977700	110.108
0.28314800	110.109
0.28651900	110.109
0.28988900	110.11
0.29326000	110.11
0.29663100	110.11
0.30000200	110.111
0.30337300	110.111
0.30674300	110.111
0.31011400	110.111
0.31348500	110.112
0.31685600	110.112
0.32022700	110.112
0.32359800	110.113
0.32696800	110.113
0.33033900	110.113
0.33371000	110.114
0.33708100	110.114
